,Group,Maker/Brand,Type,Segment,Model,Month,Sales,Monthly_Segment_Sales,Percentage_Contribution
2058,VW Group,VW,Cars,B,Polo,2018-12-01,1629,47794,3.40837762062183
2059,VW Group,VW,Cars,C,Vento,2018-12-01,5717,25207,22.6802078787638
2060,Tata Group,Tata,Cars,A,Tiago,2018-12-01,5628,70060,8.03311447330859
2061,Tata Group,Tata,Cars,B,Tigor,2018-12-01,1751,47794,3.66363978742101
2062,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2018-12-01,4393,16351,26.8668582961287
2063,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2018-12-01,5998,70060,8.56123322866115
2064,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-01-01,2957,88818,3.32928010088045
2065,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-01-01,373,56157,0.664209270438236
2066,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-01-01,241,19682,1.22446905802256
2067,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-01-01,16304,88818,18.3566394199374
2068,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-01-01,4846,56157,8.62937834998308
2069,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-01-01,10573,56157,18.8275726979718
2070,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-01-01,750,35291,2.1251877249157
2071,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-01-01,10637,15860,67.0680958385876
2072,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-01-01,170,15860,1.0718789407314
2073,Suzuki,Suzuki,Cars,A,Alto,2017-01-01,25245,88818,28.4232925758292
2074,Suzuki,Suzuki,Cars,A,Celerio,2017-01-01,11860,88818,13.3531491364363
2075,Suzuki,Suzuki,Cars,A,Wagon R,2017-01-01,15259,88818,17.1800761106983
2076,Suzuki,Suzuki,Cars,B,Dzire,2017-01-01,18932,56157,33.7126270990259
2077,Suzuki,Suzuki,Cars,B,Swift,2017-01-01,16264,56157,28.9616610573927
2078,Suzuki,Suzuki,Cars,C,Baleno,2017-01-01,16776,35291,47.5361990309144
2079,Suzuki,Suzuki,Cars,C,Ciaz,2017-01-01,7355,35291,20.84100762234
2080,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-01-01,5543,17796,31.1474488649135
2081,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-01-01,2709,17796,15.2225219150371
2082,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-01-01,9544,17796,53.6300292200494
2083,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-01-01,6996,19682,35.5451681739661
2084,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-01-01,6632,19682,33.6957626257494
2085,VW Group,Skoda,Cars,C,Octavia (Laura),2017-01-01,276,35291,0.782069082768978
2086,VW Group,Skoda,Cars,D,Skoda Superb,2017-01-01,244,332,73.4939759036145
2087,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-01-01,0,15860,0
2088,Toyota Group,Toyota,Cars,D,Camry,2017-01-01,88,332,26.5060240963855
2089,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-01-01,1951,7976,24.4608826479438
2090,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-01-01,5813,19682,29.534600142262
2091,Honda,Honda,Cars,A,Amaze,2017-01-01,3599,88818,4.0521065549776
2092,Honda,Honda,Cars,B,Fit (Jazz),2017-01-01,2874,56157,5.11779475399327
2093,Honda,Honda,Cars,C,City,2017-01-01,5099,35291,14.4484429457935
2095,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-01-01,3057,3057,100
2096,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-01-01,4699,15860,29.6279949558638
2097,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-01-01,354,15860,2.23203026481715
2098,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-01-01,6025,7976,75.5391173520562
2099,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-01-01,118,803,14.6948941469489
2100,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-01-01,685,803,85.3051058530511
2101,VW Group,VW,Cars,B,Polo,2017-01-01,2295,56157,4.08675677119504
2102,VW Group,VW,Cars,C,Vento,2017-01-01,5035,35291,14.2670935932674
2103,Tata Group,Tata,Cars,A,Tiago,2017-01-01,5399,88818,6.07872278141818
2106,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-01-01,8195,88818,9.22673331982256
2107,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-02-01,2957,84367,3.50492491139901
2108,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-02-01,373,58447,0.638185022327921
2109,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-02-01,241,17258,1.39645381851895
2110,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-02-01,16421,84367,19.4637713798049
2111,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-02-01,5557,58447,9.50775916642428
2112,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-02-01,11859,58447,20.2901774257019
2113,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-02-01,979,34677,2.82319693168382
2114,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-02-01,10897,16408,66.4127254997562
2115,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-02-01,203,16408,1.23720136518771
2116,Suzuki,Suzuki,Cars,A,Alto,2017-02-01,20841,84367,24.7027866345846
2117,Suzuki,Suzuki,Cars,A,Celerio,2017-02-01,10009,84367,11.8636433676675
2118,Suzuki,Suzuki,Cars,A,Wagon R,2017-02-01,13733,84367,16.2776915144547
2119,Suzuki,Suzuki,Cars,B,Dzire,2017-02-01,18867,58447,32.2805276575359
2120,Suzuki,Suzuki,Cars,B,Swift,2017-02-01,15618,58447,26.7216452512533
2121,Suzuki,Suzuki,Cars,C,Baleno,2017-02-01,14697,34677,42.3825590449001
2122,Suzuki,Suzuki,Cars,C,Ciaz,2017-02-01,6499,34677,18.7415289673271
2123,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-02-01,5721,18513,30.9026089774753
2124,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-02-01,2548,18513,13.7633014638362
2125,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-02-01,10244,18513,55.3340895586885
2126,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-02-01,5532,17258,32.0546992699038
2127,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-02-01,5546,17258,32.13582106849
2128,VW Group,Skoda,Cars,C,Octavia (Laura),2017-02-01,140,34677,0.403725812498198
2129,VW Group,Skoda,Cars,D,Skoda Superb,2017-02-01,78,157,49.6815286624204
2130,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-02-01,2,16408,0.012189176011702
2131,Toyota Group,Toyota,Cars,D,Camry,2017-02-01,79,157,50.3184713375796
2132,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-02-01,2021,8246,24.508852777104
2133,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-02-01,5939,17258,34.4130258430873
2134,Honda,Honda,Cars,A,Amaze,2017-02-01,4394,84367,5.20819751798689
2135,Honda,Honda,Cars,B,Fit (Jazz),2017-02-01,3199,58447,5.47333481615823
2136,Honda,Honda,Cars,C,City,2017-02-01,6539,34677,18.8568791994694
2138,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-02-01,3679,3679,100
2139,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-02-01,4680,16408,28.5226718673818
2140,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-02-01,626,16408,3.8152120916626
2141,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-02-01,6225,8246,75.491147222896
2142,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-02-01,303,1227,24.6943765281174
2143,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-02-01,924,1227,75.3056234718826
2144,VW Group,VW,Cars,B,Polo,2017-02-01,2974,58447,5.08837066059849
2145,VW Group,VW,Cars,C,Vento,2017-02-01,5823,34677,16.7921100441215
2146,Tata Group,Tata,Cars,A,Tiago,2017-02-01,5365,84367,6.35912145744189
2149,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-02-01,10647,84367,12.6198632166605
2150,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-03-01,1551,86355,1.79607434427653
2151,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-03-01,1072,68624,1.56213569596643
2152,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-03-01,624,20806,2.99913486494281
2153,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-03-01,16961,86355,19.6410167332523
2154,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-03-01,7063,68624,10.29231755654
2155,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-03-01,12539,68624,18.2720331079506
2156,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-03-01,1001,38564,2.59568509490717
2157,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-03-01,12702,19440,65.3395061728395
2158,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-03-01,150,19440,0.771604938271605
2159,Suzuki,Suzuki,Cars,A,Alto,2017-03-01,23437,86355,27.1402929766661
2160,Suzuki,Suzuki,Cars,A,Celerio,2017-03-01,9856,86355,11.4133518615019
2161,Suzuki,Suzuki,Cars,A,Wagon R,2017-03-01,15067,86355,17.4477447744774
2162,Suzuki,Suzuki,Cars,B,Dzire,2017-03-01,17335,68624,25.2608416880392
2163,Suzuki,Suzuki,Cars,B,Swift,2017-03-01,21019,68624,30.6292259267895
2164,Suzuki,Suzuki,Cars,C,Baleno,2017-03-01,17880,38564,46.3644850119282
2165,Suzuki,Suzuki,Cars,C,Ciaz,2017-03-01,5811,38564,15.0684576288767
2166,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-03-01,7272,22453,32.3876542110186
2167,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-03-01,2609,22453,11.6198280853338
2168,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-03-01,10892,22453,48.5102213512671
2169,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-03-01,6194,20806,29.770258579256
2170,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-03-01,7745,20806,37.2248389887532
2171,VW Group,Skoda,Cars,C,Octavia (Laura),2017-03-01,73,38564,0.189295716212011
2172,VW Group,Skoda,Cars,D,Skoda Superb,2017-03-01,60,164,36.5853658536585
2173,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-03-01,1,19440,0.005144032921811
2174,Toyota Group,Toyota,Cars,D,Camry,2017-03-01,104,164,63.4146341463415
2175,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-03-01,2173,10460,20.774378585086
2176,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-03-01,6243,20806,30.005767567048
2177,Honda,Honda,Cars,A,Amaze,2017-03-01,1667,86355,1.93040356667246
2178,Honda,Honda,Cars,B,Fit (Jazz),2017-03-01,3013,68624,4.39059221263698
2179,Honda,Honda,Cars,C,City,2017-03-01,6424,38564,16.658023026657
2180,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-03-01,1680,22453,7.48229635238053
2181,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-03-01,2723,2723,100
2182,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-03-01,5599,19440,28.8014403292181
2183,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-03-01,988,19440,5.08230452674897
2184,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-03-01,8287,10460,79.225621414914
2185,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-03-01,151,1356,11.1356932153392
2186,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-03-01,1205,1356,88.8643067846608
2187,VW Group,VW,Cars,B,Polo,2017-03-01,3572,68624,5.20517603170902
2188,VW Group,VW,Cars,C,Vento,2017-03-01,7375,38564,19.1240535214189
2189,Tata Group,Tata,Cars,A,Tiago,2017-03-01,4619,86355,5.34885067454114
2190,Tata Group,Tata,Cars,B,Tigor,2017-03-01,3011,68624,4.38767778036838
2192,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-03-01,13197,86355,15.2822650686121
2193,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-04-01,1981,77303,2.56264310570094
2194,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-04-01,1309,57527,2.27545326542319
2195,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-04-01,1011,17671,5.72123818685983
2196,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-04-01,17226,77303,22.2837406051512
2197,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-04-01,6010,57527,10.4472682392616
2198,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-04-01,12053,57527,20.951900846559
2199,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-04-01,806,38460,2.09568382735309
2200,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-04-01,13538,19002,71.2451320913588
2201,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-04-01,151,19002,0.794653194400589
2202,Suzuki,Suzuki,Cars,A,Alto,2017-04-01,20664,77303,26.7311747280183
2203,Suzuki,Suzuki,Cars,A,Celerio,2017-04-01,7713,77303,9.97762053219151
2204,Suzuki,Suzuki,Cars,A,Wagon R,2017-04-01,14048,77303,18.1726453048394
2205,Suzuki,Suzuki,Cars,B,Dzire,2017-04-01,10907,57527,18.9597927929494
2206,Suzuki,Suzuki,Cars,B,Swift,2017-04-01,19626,57527,34.1161541537017
2207,Suzuki,Suzuki,Cars,C,Baleno,2017-04-01,16510,38460,42.9277171086843
2208,Suzuki,Suzuki,Cars,C,Ciaz,2017-04-01,7288,38460,18.9495579823193
2209,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-04-01,6421,22109,29.0424713917409
2210,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-04-01,2510,22109,11.3528427337283
2211,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-04-01,9884,22109,44.705775928355
2212,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-04-01,5079,17671,28.7420066776074
2213,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-04-01,5545,17671,31.3790956935091
2214,VW Group,Skoda,Cars,C,Octavia (Laura),2017-04-01,75,38460,0.195007800312012
2215,VW Group,Skoda,Cars,D,Skoda Superb,2017-04-01,118,224,52.6785714285714
2216,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-04-01,0,19002,0
2217,Toyota Group,Toyota,Cars,D,Camry,2017-04-01,106,224,47.3214285714286
2218,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-04-01,2076,8751,23.7230030853617
2219,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-04-01,6036,17671,34.1576594420237
2220,Honda,Honda,Cars,A,Amaze,2017-04-01,1031,77303,1.33371279251775
2221,Honda,Honda,Cars,B,Fit (Jazz),2017-04-01,642,57527,1.11599770542528
2222,Honda,Honda,Cars,C,City,2017-04-01,5873,38460,15.2704108164327
2223,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-04-01,3294,22109,14.8989099461758
2224,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-04-01,2566,2566,100
2225,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-04-01,4681,19002,24.6342490264183
2226,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-04-01,632,19002,3.32596568782233
2227,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-04-01,6675,8751,76.2769969146383
2228,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-04-01,-1,1265,-0.07905138339921
2229,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-04-01,1266,1265,100.079051383399
2230,VW Group,VW,Cars,B,Polo,2017-04-01,3342,57527,5.80944599926991
2231,VW Group,VW,Cars,C,Vento,2017-04-01,7908,38460,20.5616224648986
2232,Tata Group,Tata,Cars,A,Tiago,2017-04-01,4115,77303,5.32320867236718
2233,Tata Group,Tata,Cars,B,Tigor,2017-04-01,3638,57527,6.32398699740991
2235,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-04-01,10525,77303,13.6152542592137
2236,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-05-01,1977,78618,2.51469129207052
2237,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-05-01,1288,56175,2.29283489096573
2238,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-05-01,767,19882,3.85776078865305
2239,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-05-01,12944,78618,16.4644229056959
2240,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-05-01,4621,56175,8.22607921673342
2241,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-05-01,10652,56175,18.9621717846017
2242,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-05-01,720,36765,1.95838433292534
2243,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-05-01,10833,16258,66.6318120310001
2244,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-05-01,151,16258,0.928773526879075
2245,Suzuki,Suzuki,Cars,A,Alto,2017-05-01,25610,78618,32.5752372230278
2246,Suzuki,Suzuki,Cars,A,Celerio,2017-05-01,8470,78618,10.7736141850467
2247,Suzuki,Suzuki,Cars,A,Wagon R,2017-05-01,16059,78618,20.4266198580478
2248,Suzuki,Suzuki,Cars,B,Dzire,2017-05-01,14348,56175,25.5416110369381
2249,Suzuki,Suzuki,Cars,B,Swift,2017-05-01,18423,56175,32.7957276368491
2250,Suzuki,Suzuki,Cars,C,Baleno,2017-05-01,19304,36765,52.5064599483204
2251,Suzuki,Suzuki,Cars,C,Ciaz,2017-05-01,4378,36765,11.9080647354821
2252,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-05-01,8017,25568,31.3556007509387
2253,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-05-01,2351,25568,9.19508760951189
2254,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-05-01,12376,25568,48.4042553191489
2255,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-05-01,6168,19882,31.0230359118801
2256,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-05-01,7151,19882,35.9672065184589
2257,VW Group,Skoda,Cars,C,Octavia (Laura),2017-05-01,156,36765,0.424316605467156
2258,VW Group,Skoda,Cars,D,Skoda Superb,2017-05-01,120,233,51.5021459227468
2259,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-05-01,2,16258,0.012301636117604
2260,Toyota Group,Toyota,Cars,D,Camry,2017-05-01,113,233,48.4978540772532
2261,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-05-01,1996,9226,21.6345111641015
2262,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-05-01,5796,19882,29.1519967810079
2263,Honda,Honda,Cars,A,Amaze,2017-05-01,775,78618,0.985779338065074
2264,Honda,Honda,Cars,B,Fit (Jazz),2017-05-01,951,56175,1.69292389853138
2265,Honda,Honda,Cars,C,City,2017-05-01,4183,36765,11.3776689786482
2266,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-05-01,2824,25568,11.0450563204005
2267,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-05-01,1768,1768,100
2268,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-05-01,4623,16258,28.4352318858408
2269,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-05-01,649,16258,3.99188092016238
2270,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-05-01,7230,9226,78.3654888358985
2271,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-05-01,15,1171,1.28095644748079
2272,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-05-01,1156,1171,98.7190435525192
2273,VW Group,VW,Cars,B,Polo,2017-05-01,3548,56175,6.31597685803293
2274,VW Group,VW,Cars,C,Vento,2017-05-01,8024,36765,21.8251053991568
2275,Tata Group,Tata,Cars,A,Tiago,2017-05-01,4901,78618,6.23394133658959
2276,Tata Group,Tata,Cars,B,Tigor,2017-05-01,2344,56175,4.17267467734757
2278,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-05-01,7882,78618,10.0256938614567
2279,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-06-01,2791,73833,3.78015250633186
2280,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-06-01,1696,53406,3.17567314533947
2281,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-06-01,1147,16575,6.92006033182504
2282,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-06-01,16959,73833,22.9694039250742
2283,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-06-01,5288,53406,9.90150919372355
2284,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-06-01,13116,53406,24.5590383103022
2285,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-06-01,14,32727,0.04277813426223
2286,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-06-01,13284,18527,71.7007610514384
2287,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-06-01,0,18527,0
2288,Suzuki,Suzuki,Cars,A,Alto,2017-06-01,18558,73833,25.1351021900776
2289,Suzuki,Suzuki,Cars,A,Celerio,2017-06-01,8291,73833,11.2293960695082
2290,Suzuki,Suzuki,Cars,A,Wagon R,2017-06-01,11415,73833,15.4605664133924
2291,Suzuki,Suzuki,Cars,B,Dzire,2017-06-01,16122,53406,30.1876193686103
2292,Suzuki,Suzuki,Cars,B,Swift,2017-06-01,10831,53406,20.2804928285211
2293,Suzuki,Suzuki,Cars,C,Baleno,2017-06-01,14558,32727,44.4831484706817
2294,Suzuki,Suzuki,Cars,C,Ciaz,2017-06-01,4757,32727,14.535398906102
2295,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-06-01,5843,21172,27.5977706404685
2296,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-06-01,1622,21172,7.66106177970905
2297,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-06-01,9384,21172,44.3226903457397
2298,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-06-01,4860,16575,29.3212669683258
2299,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-06-01,5543,16575,33.4419306184012
2300,VW Group,Skoda,Cars,C,Octavia (Laura),2017-06-01,277,32727,0.846395942188407
2301,VW Group,Skoda,Cars,D,Skoda Superb,2017-06-01,170,292,58.2191780821918
2302,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-06-01,0,18527,0
2303,Toyota Group,Toyota,Cars,D,Camry,2017-06-01,122,292,41.7808219178082
2304,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-06-01,1723,9164,18.8018332605849
2305,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-06-01,5025,16575,30.316742081448
2306,Honda,Honda,Cars,A,Amaze,2017-06-01,1014,73833,1.3733696314656
2307,Honda,Honda,Cars,B,Fit (Jazz),2017-06-01,1079,53406,2.02037224281916
2308,Honda,Honda,Cars,C,City,2017-06-01,4999,32727,15.2748495126348
2309,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-06-01,4323,21172,20.4184772340828
2310,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-06-01,929,929,100
2311,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-06-01,4639,18527,25.0391320775085
2312,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-06-01,604,18527,3.26010687105306
2313,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-06-01,7441,9164,81.1981667394151
2314,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-06-01,25,811,3.0826140567201
2315,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-06-01,786,811,96.9173859432799
2316,VW Group,VW,Cars,B,Polo,2017-06-01,3111,53406,5.82518818110325
2317,VW Group,VW,Cars,C,Vento,2017-06-01,8122,32727,24.8174290341308
2318,Tata Group,Tata,Cars,A,Tiago,2017-06-01,5438,73833,7.36527027210055
2319,Tata Group,Tata,Cars,B,Tigor,2017-06-01,2163,53406,4.05010672958095
2321,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-06-01,9367,73833,12.6867389920496
2322,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-07-01,2474,84543,2.92632151686124
2323,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-07-01,745,66219,1.12505474259654
2324,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-07-01,544,19281,2.82143042373321
2325,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-07-01,17395,84543,20.5753285310434
2326,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-07-01,6152,66219,9.29038493483743
2327,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-07-01,14052,66219,21.220495628143
2328,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-07-01,31,38210,0.081130594085318
