,Group,Maker/Brand,Type,Segment,Model,Month,Sales,Monthly_Segment_Sales,Percentage_Contribution
2329,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-07-01,13783,19418,70.9805335255948
2330,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-07-01,0,19418,0
2331,Suzuki,Suzuki,Cars,A,Alto,2017-07-01,24665,84543,29.174502915676
2332,Suzuki,Suzuki,Cars,A,Celerio,2017-07-01,10576,84543,12.5096104940681
2333,Suzuki,Suzuki,Cars,A,Wagon R,2017-07-01,14566,84543,17.2291023502833
2334,Suzuki,Suzuki,Cars,B,Dzire,2017-07-01,22489,66219,33.9615518204745
2335,Suzuki,Suzuki,Cars,B,Swift,2017-07-01,14749,66219,22.2730636222232
2336,Suzuki,Suzuki,Cars,C,Baleno,2017-07-01,19756,38210,51.7037424757917
2337,Suzuki,Suzuki,Cars,C,Ciaz,2017-07-01,6128,38210,16.0376864695106
2338,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-07-01,5704,26006,21.9333999846189
2339,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-07-01,1395,26006,5.36414673536876
2340,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-07-01,14033,26006,53.9606244712759
2341,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-07-01,6446,19281,33.4318759400446
2342,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-07-01,7019,19281,36.4037135003371
2343,VW Group,Skoda,Cars,C,Octavia (Laura),2017-07-01,200,38210,0.523423187647213
2344,VW Group,Skoda,Cars,D,Skoda Superb,2017-07-01,60,97,61.8556701030928
2345,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-07-01,8,19418,0.041198887630034
2346,Toyota Group,Toyota,Cars,D,Camry,2017-07-01,37,97,38.1443298969072
2347,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-07-01,2253,9703,23.2196227970731
2348,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-07-01,5272,19281,27.3429801358851
2349,Honda,Honda,Cars,A,Amaze,2017-07-01,1379,84543,1.63112262399016
2350,Honda,Honda,Cars,B,Fit (Jazz),2017-07-01,3418,66219,5.16166055059726
2351,Honda,Honda,Cars,C,City,2017-07-01,4687,38210,12.2664224025124
2352,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-07-01,4874,26006,18.7418288087364
2353,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-07-01,2110,2110,100
2354,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-07-01,4863,19418,25.0437738181069
2355,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-07-01,764,19418,3.93449376866825
2356,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-07-01,7450,9703,76.7803772029269
2357,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-07-01,10,999,1.001001001001
2358,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-07-01,989,999,98.998998998999
2359,VW Group,VW,Cars,B,Polo,2017-07-01,2647,66219,3.9973421525544
2360,VW Group,VW,Cars,C,Vento,2017-07-01,7408,38210,19.3875948704528
2361,Tata Group,Tata,Cars,A,Tiago,2017-07-01,6274,84543,7.4210756656376
2362,Tata Group,Tata,Cars,B,Tigor,2017-07-01,1967,66219,2.97044654857367
2364,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-07-01,7214,84543,8.53293590244018
2365,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-08-01,3042,83934,3.62427621702766
2366,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-08-01,1069,67616,1.58098674869853
2367,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-08-01,586,19602,2.98949086827875
2368,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-08-01,13599,83934,16.2020158696118
2369,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-08-01,7068,67616,10.4531471840984
2370,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-08-01,13848,67616,20.4803596781827
2371,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-08-01,5701,45196,12.6139481370033
2372,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-08-01,13797,19435,70.9904810908155
2373,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-08-01,100,19435,0.514535631592488
2374,Suzuki,Suzuki,Cars,A,Alto,2017-08-01,24558,83934,29.2587032668525
2375,Suzuki,Suzuki,Cars,A,Celerio,2017-08-01,10360,83934,12.3430314294565
2376,Suzuki,Suzuki,Cars,A,Wagon R,2017-08-01,14670,83934,17.4780184430624
2377,Suzuki,Suzuki,Cars,B,Dzire,2017-08-01,23799,67616,35.1972905821107
2378,Suzuki,Suzuki,Cars,B,Swift,2017-08-01,14404,67616,21.3026502602934
2379,Suzuki,Suzuki,Cars,C,Baleno,2017-08-01,20427,45196,45.1964775643862
2380,Suzuki,Suzuki,Cars,C,Ciaz,2017-08-01,5965,45196,13.1980706257191
2381,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-08-01,5401,26239,20.5838637143184
2382,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-08-01,1120,26239,4.26845535271923
2383,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-08-01,14517,26239,55.3260413887724
2384,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-08-01,6516,19602,33.2415059687787
2385,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-08-01,6892,19602,35.15967758392
2386,VW Group,Skoda,Cars,C,Octavia (Laura),2017-08-01,305,45196,0.674838481281529
2387,VW Group,Skoda,Cars,D,Skoda Superb,2017-08-01,84,96,87.5
2388,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-08-01,128,19435,0.658605608438384
2389,Toyota Group,Toyota,Cars,D,Camry,2017-08-01,12,96,12.5
2390,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-08-01,2034,9823,20.7065051409956
2391,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-08-01,5608,19602,28.6093255790225
2392,Honda,Honda,Cars,A,Amaze,2017-08-01,1980,83934,2.35899635427836
2393,Honda,Honda,Cars,B,Fit (Jazz),2017-08-01,2334,67616,3.45184571699006
2394,Honda,Honda,Cars,C,City,2017-08-01,5614,45196,12.4214532259492
2395,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-08-01,5201,26239,19.8216395441899
2396,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-08-01,978,978,100
2397,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-08-01,4703,19435,24.1986107537947
2398,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-08-01,707,19435,3.63776691535889
2399,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-08-01,7789,9823,79.2934948590044
2400,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-08-01,5,875,0.571428571428571
2401,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-08-01,870,875,99.4285714285714
2402,VW Group,VW,Cars,B,Polo,2017-08-01,2991,67616,4.42350922858495
2403,VW Group,VW,Cars,C,Vento,2017-08-01,7184,45196,15.8952119656607
2404,Tata Group,Tata,Cars,A,Tiago,2017-08-01,7036,83934,8.38277694378917
2405,Tata Group,Tata,Cars,B,Tigor,2017-08-01,2103,67616,3.11021060104117
2407,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-08-01,8689,83934,10.3521814759216
2408,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-09-01,2514,82750,3.0380664652568
2409,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-09-01,770,66852,1.15179800155568
2410,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-09-01,317,19068,1.66247115586323
2411,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-09-01,14735,82750,17.8066465256798
2412,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-09-01,6398,66852,9.57039430383534
2413,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-09-01,14026,66852,20.9806737270388
2414,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-09-01,5529,44403,12.4518613607189
2415,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-09-01,13712,19512,70.2747027470275
2416,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-09-01,150,19512,0.768757687576876
2417,Suzuki,Suzuki,Cars,A,Alto,2017-09-01,23085,82750,27.8972809667674
2418,Suzuki,Suzuki,Cars,A,Celerio,2017-09-01,9451,82750,11.4211480362538
2419,Suzuki,Suzuki,Cars,A,Wagon R,2017-09-01,13993,82750,16.9099697885196
2420,Suzuki,Suzuki,Cars,B,Dzire,2017-09-01,23025,66852,34.4417519296356
2421,Suzuki,Suzuki,Cars,B,Swift,2017-09-01,14395,66852,21.5326392628493
2422,Suzuki,Suzuki,Cars,C,Baleno,2017-09-01,19313,44403,43.4948089093079
2423,Suzuki,Suzuki,Cars,C,Ciaz,2017-09-01,5306,44403,11.9496430421368
2424,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-09-01,5439,29371,18.5182663171155
2425,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-09-01,2964,29371,10.0915869394981
2426,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-09-01,13319,29371,45.3474515678731
2427,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-09-01,6656,19068,34.9066498846235
2428,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-09-01,5785,19068,30.3387874973778
2429,VW Group,Skoda,Cars,C,Octavia (Laura),2017-09-01,141,44403,0.317546111749206
2430,VW Group,Skoda,Cars,D,Skoda Superb,2017-09-01,107,121,88.4297520661157
2431,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-09-01,145,19512,0.743132431324313
2432,Toyota Group,Toyota,Cars,D,Camry,2017-09-01,14,121,11.5702479338843
2433,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-09-01,2185,9845,22.1940071102082
2434,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-09-01,6310,19068,33.0920914621355
2435,Honda,Honda,Cars,A,Amaze,2017-09-01,2989,82750,3.61208459214501
2436,Honda,Honda,Cars,B,Fit (Jazz),2017-09-01,2947,66852,4.40824507868127
2437,Honda,Honda,Cars,C,City,2017-09-01,6559,44403,14.7715244465464
2438,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-09-01,4877,29371,16.6048142725818
2439,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-09-01,1880,1880,100
2440,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-09-01,4831,19512,24.7591225912259
2441,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-09-01,674,19512,3.45428454284543
2442,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-09-01,7660,9845,77.8059928897918
2443,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-09-01,34,702,4.84330484330484
2444,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-09-01,668,702,95.1566951566952
2445,VW Group,VW,Cars,B,Polo,2017-09-01,3521,66852,5.26685813438641
2446,VW Group,VW,Cars,C,Vento,2017-09-01,7555,44403,17.0146161295408
2447,Tata Group,Tata,Cars,A,Tiago,2017-09-01,8316,82750,10.0495468277946
2448,Tata Group,Tata,Cars,B,Tigor,2017-09-01,1770,66852,2.64763956201759
2449,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2017-09-01,2772,29371,9.43788090293146
2450,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-09-01,7667,82750,9.26525679758308
2451,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-10-01,2339,78729,2.9709509837544
2452,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-10-01,646,60838,1.06183635227983
2453,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-10-01,478,17927,2.66636916383109
2454,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-10-01,16950,78729,21.5295507373395
2455,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-10-01,3955,60838,6.50087116604754
2456,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-10-01,12633,60838,20.7649824123081
2457,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-10-01,5500,39520,13.917004048583
2458,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-10-01,13162,17708,74.3279873503501
2459,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-10-01,130,17708,0.734131466004066
2460,Suzuki,Suzuki,Cars,A,Alto,2017-10-01,21438,78729,27.2301185077926
2461,Suzuki,Suzuki,Cars,A,Celerio,2017-10-01,9134,78729,11.6018239784577
2462,Suzuki,Suzuki,Cars,A,Wagon R,2017-10-01,13053,78729,16.5796593377282
2463,Suzuki,Suzuki,Cars,B,Dzire,2017-10-01,21188,60838,34.8269173871593
2464,Suzuki,Suzuki,Cars,B,Swift,2017-10-01,14263,60838,23.4442289358625
2465,Suzuki,Suzuki,Cars,C,Baleno,2017-10-01,18084,39520,45.7591093117409
2466,Suzuki,Suzuki,Cars,C,Ciaz,2017-10-01,4358,39520,11.0273279352227
2467,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-10-01,5023,26715,18.8021710649448
2468,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-10-01,2845,26715,10.6494478757252
2469,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-10-01,12404,26715,46.4308440950777
2470,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-10-01,6130,17927,34.1942321637753
2471,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-10-01,4888,17927,27.2661348803481
2472,VW Group,Skoda,Cars,C,Octavia (Laura),2017-10-01,259,39520,0.655364372469636
2473,VW Group,Skoda,Cars,D,Skoda Superb,2017-10-01,95,97,97.9381443298969
2474,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-10-01,125,17708,0.705895640388525
2475,Toyota Group,Toyota,Cars,D,Camry,2017-10-01,2,97,2.06185567010309
2476,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-10-01,2202,9244,23.8208567719602
2477,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-10-01,6431,17927,35.8732637920455
2478,Honda,Honda,Cars,A,Amaze,2017-10-01,1062,78729,1.34893114354304
2479,Honda,Honda,Cars,B,Fit (Jazz),2017-10-01,2879,60838,4.73223971859693
2480,Honda,Honda,Cars,C,City,2017-10-01,4864,39520,12.3076923076923
2481,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-10-01,3344,26715,12.517312371327
2482,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-10-01,3162,3162,100
2483,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-10-01,3731,17708,21.0695730743167
2484,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-10-01,560,17708,3.16241246894059
2485,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-10-01,7042,9244,76.1791432280398
2486,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-10-01,1,412,0.242718446601942
2487,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-10-01,411,412,99.7572815533981
2488,VW Group,VW,Cars,B,Polo,2017-10-01,3329,60838,5.47190900424077
2489,VW Group,VW,Cars,C,Vento,2017-10-01,6455,39520,16.3335020242915
2490,Tata Group,Tata,Cars,A,Tiago,2017-10-01,6990,78729,8.87855809168159
2491,Tata Group,Tata,Cars,B,Tigor,2017-10-01,1945,60838,3.19701502350505
2492,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2017-10-01,3099,26715,11.6002245929253
2493,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-10-01,7763,78729,9.86040721970303
2494,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-11-01,3001,88253,3.40045097617078
2495,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-11-01,1025,63511,1.61389365621703
2496,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-11-01,380,18704,2.03165098374679
2497,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-11-01,20218,88253,22.9091362333292
2498,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-11-01,2847,63511,4.48268803829258
2499,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-11-01,12817,63511,20.1807560894963
2500,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-11-01,6552,44164,14.8356127162395
2501,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-11-01,14222,19614,72.50943203834
2502,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-11-01,140,19614,0.713775874375446
2503,Suzuki,Suzuki,Cars,A,Alto,2017-11-01,25146,88253,28.4930823881341
2504,Suzuki,Suzuki,Cars,A,Celerio,2017-11-01,8641,88253,9.79116857217318
2505,Suzuki,Suzuki,Cars,A,Wagon R,2017-11-01,13969,88253,15.8283571096733
2506,Suzuki,Suzuki,Cars,B,Dzire,2017-11-01,23961,63511,37.7273228259672
2507,Suzuki,Suzuki,Cars,B,Swift,2017-11-01,15965,63511,25.137377777078
2508,Suzuki,Suzuki,Cars,C,Baleno,2017-11-01,20736,44164,46.9522688162304
2509,Suzuki,Suzuki,Cars,C,Ciaz,2017-11-01,4283,44164,9.69794402680917
2510,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-11-01,4939,30177,16.3667693939093
2511,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-11-01,3268,30177,10.8294396394605
2512,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-11-01,14196,30177,47.0424495476688
2513,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-11-01,6634,18704,35.4683490162532
2514,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-11-01,4735,18704,25.3154405474765
2515,VW Group,Skoda,Cars,C,Octavia (Laura),2017-11-01,270,44164,0.611357666878
2516,VW Group,Skoda,Cars,D,Skoda Superb,2017-11-01,180,185,97.2972972972973
2517,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-11-01,257,19614,1.31028856938921
2518,Toyota Group,Toyota,Cars,D,Camry,2017-11-01,5,185,2.7027027027027
2519,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-11-01,2378,7288,32.628979143798
2520,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-11-01,6955,18704,37.1845594525235
2521,Honda,Honda,Cars,A,Amaze,2017-11-01,1152,88253,1.30533806216219
2522,Honda,Honda,Cars,B,Fit (Jazz),2017-11-01,2220,63511,3.49545747980665
2523,Honda,Honda,Cars,C,City,2017-11-01,4439,44164,10.0511729010053
2524,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-11-01,3611,30177,11.9660668721212
2525,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-11-01,2741,2741,100
2526,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-11-01,4372,19614,22.2902008769246
2527,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-11-01,623,19614,3.17630264097073
2528,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-11-01,4910,7288,67.371020856202
2529,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-11-01,0,405,0
2530,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-11-01,405,405,100
2531,VW Group,VW,Cars,B,Polo,2017-11-01,2112,63511,3.32540819700524
2532,VW Group,VW,Cars,C,Vento,2017-11-01,7884,44164,17.8516438728376
2533,Tata Group,Tata,Cars,A,Tiago,2017-11-01,7416,88253,8.40311377516912
2534,Tata Group,Tata,Cars,B,Tigor,2017-11-01,2564,63511,4.03709593613705
2535,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2017-11-01,4163,30177,13.7952745468403
2536,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-11-01,8710,88253,9.86935288318811
2537,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2017-12-01,2298,71825,3.19944309084581
2538,Renault-Nissan Alliance,Datsun,Cars,B,Go,2017-12-01,858,54743,1.56732367608644
2539,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2017-12-01,499,17201,2.90099412824836
2540,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2017-12-01,17279,71825,24.0570831883049
2541,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2017-12-01,3342,54743,6.10489012293809
2542,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2017-12-01,12003,54743,21.9260910070694
2543,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2017-12-01,8644,38838,22.2565528606004
2544,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2017-12-01,13436,16743,80.2484620438392
2545,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2017-12-01,185,16743,1.10493937765036
2546,Suzuki,Suzuki,Cars,A,Alto,2017-12-01,20615,71825,28.7017055342847
2547,Suzuki,Suzuki,Cars,A,Celerio,2017-12-01,6102,71825,8.49564914723286
2548,Suzuki,Suzuki,Cars,A,Wagon R,2017-12-01,11803,71825,16.432996867386
2549,Suzuki,Suzuki,Cars,B,Dzire,2017-12-01,19973,54743,36.485030049504
2550,Suzuki,Suzuki,Cars,B,Swift,2017-12-01,12565,54743,22.9527062820817
2551,Suzuki,Suzuki,Cars,C,Baleno,2017-12-01,16371,38838,42.1520160667388
2552,Suzuki,Suzuki,Cars,C,Ciaz,2017-12-01,1986,38838,5.11354858643596
2553,Suzuki,Suzuki,Cars,SUV-B,Ignis,2017-12-01,1931,25105,7.69169488149771
2554,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2017-12-01,2693,25105,10.726946823342
2555,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2017-12-01,11242,25105,44.779924317865
2556,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2017-12-01,5607,17201,32.5969420382536
2557,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2017-12-01,4382,17201,25.4752630661008
2558,VW Group,Skoda,Cars,C,Octavia (Laura),2017-12-01,234,38838,0.602502703537772
2559,VW Group,Skoda,Cars,D,Skoda Superb,2017-12-01,186,186,100
2560,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2017-12-01,170,16743,1.01534969838141
2561,Toyota Group,Toyota,Cars,D,Camry,2017-12-01,0,186,0
2562,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2017-12-01,2063,5906,34.93057907213
2563,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2017-12-01,6713,17201,39.0268007673972
2564,Honda,Honda,Cars,A,Amaze,2017-12-01,1685,71825,2.34597981204316
2565,Honda,Honda,Cars,B,Fit (Jazz),2017-12-01,1924,54743,3.51460460698171
2566,Honda,Honda,Cars,C,City,2017-12-01,5041,38838,12.9795561048458
2567,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2017-12-01,5211,25105,20.7568213503286
2568,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2017-12-01,1127,1127,100
2569,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2017-12-01,2865,16743,17.1116287403691
2570,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2017-12-01,87,16743,0.5196201397599
2571,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2017-12-01,3843,5906,65.06942092787
2572,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2017-12-01,1,25,4
2573,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2017-12-01,24,25,96
2574,VW Group,VW,Cars,B,Polo,2017-12-01,2808,54743,5.12942293991926
2575,VW Group,VW,Cars,C,Vento,2017-12-01,6562,38838,16.8958236778413
2576,Tata Group,Tata,Cars,A,Tiago,2017-12-01,5242,71825,7.29829446571528
2577,Tata Group,Tata,Cars,B,Tigor,2017-12-01,1270,54743,2.31993131541932
2578,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2017-12-01,4028,25105,16.0446126269667
2579,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2017-12-01,6801,71825,9.46884789418726
2583,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2022-01-01,7921,64417,12.2964434854153
2584,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2022-01-01,300,52120,0.575594781273983
2585,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2022-01-01,5541,52120,10.6312356101305
2586,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2022-01-01,3162,26665,11.8582411400713
2587,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2022-01-01,11730,22731,51.6035370199287
2588,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2022-01-01,50,22731,0.21996392591615
2589,Suzuki,Suzuki,Cars,A,Alto,2022-01-01,13079,64417,20.3036465529286
2590,Suzuki,Suzuki,Cars,A,Celerio,2022-01-01,10585,64417,16.4319977645653
2591,Suzuki,Suzuki,Cars,A,Wagon R,2022-01-01,20457,64417,31.7571448530667
2592,Suzuki,Suzuki,Cars,B,Dzire,2022-01-01,17811,52120,34.1730621642364
2593,Suzuki,Suzuki,Cars,B,Swift,2022-01-01,22480,52120,43.1312356101305
2594,Suzuki,Suzuki,Cars,C,Baleno,2022-01-01,12442,26665,46.6604162760173
2595,Suzuki,Suzuki,Cars,C,Ciaz,2022-01-01,3045,26665,11.4194637164823
